id,observed_on,user_login,quality_grade,url,image_url,place_guess,latitude,longitude,place_state_name,place_country_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
53801453,2020-07-21,rameshdesai,research,https://www.inaturalist.org/observations/53801453,https://static.inaturalist.org/photos/85583506/medium.jpg,"Bijapur, Bijapur, KA, IN",16.8837956758,75.7171852794,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
53857932,2020-06-14,shwetagh,research,https://www.inaturalist.org/observations/53857932,https://inaturalist-open-data.s3.amazonaws.com/photos/85673457/medium.jpeg,Bengaluru Rural,13.29208833,77.70018833,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
54229961,2020-07-25,rameshdesai,research,https://www.inaturalist.org/observations/54229961,https://static.inaturalist.org/photos/86280685/medium.jpg,"Bijapur, Bijapur, KA, IN",16.8738764897,75.6962736883,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
54609322,2020-07-28,rameshdesai,research,https://www.inaturalist.org/observations/54609322,https://static.inaturalist.org/photos/86911412/medium.jpg,"Indi, Bijapur, KA, IN",16.9820048008,76.0653044936,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
54902094,2020-07-31,rameshdesai,research,https://www.inaturalist.org/observations/54902094,https://static.inaturalist.org/photos/87386193/medium.jpg,"Bijapur, Bijapur, KA, IN",16.7935266858,75.7066467126,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
55138372,2020-07-29,shwetapanchal,research,https://www.inaturalist.org/observations/55138372,https://inaturalist-open-data.s3.amazonaws.com/photos/87779681/medium.jpg,"Jawaharlal Nehru Centre for Advanced Scientific Research, Bengaluru, KA, IN",13.0690212454,77.6126006779,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
56192788,2020-08-12,rameshdesai,research,https://www.inaturalist.org/observations/56192788,https://static.inaturalist.org/photos/89532029/medium.jpg,"Bijapur, Bijapur, KA, IN",16.8627802464,75.6969425493,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
56282871,2020-08-13,rameshdesai,research,https://www.inaturalist.org/observations/56282871,https://static.inaturalist.org/photos/89683721/medium.jpg,"Bijapur, Bijapur, KA, IN",16.8994355528,75.7015140542,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
56738986,2020-08-16,suhelq,research,https://www.inaturalist.org/observations/56738986,https://inaturalist-open-data.s3.amazonaws.com/photos/90440406/medium.jpeg,Chikkarayappanahalli,13.3821927548,77.6481552422,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
56823667,2020-08-18,rameshdesai,research,https://www.inaturalist.org/observations/56823667,https://static.inaturalist.org/photos/90583261/medium.jpg,"Sindgi, Bijapur, KA, IN",16.9533711719,75.9884550144,Karnataka,India,common lantana,Lantana camara,common lantana,Plantae,50333
