id,observed_on,user_login,quality_grade,url,image_url,place_guess,latitude,longitude,place_state_name,place_country_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
209396402,2024-04-26,srijanck,research,https://www.inaturalist.org/observations/209396402,https://static.inaturalist.org/photos/370565301/medium.jpg,"SH 67, Mangaluru, KA, IN",12.939247,74.8647275,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
209403063,2024-04-26,mbentoworld,research,https://www.inaturalist.org/observations/209403063,https://inaturalist-open-data.s3.amazonaws.com/photos/370576791/medium.jpeg,"Suthgatti Village, Karnataka 580009, India",15.4131027778,75.0046138889,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
209947522,2024-04-27,mbentoworld,research,https://www.inaturalist.org/observations/209947522,https://inaturalist-open-data.s3.amazonaws.com/photos/371440834/medium.jpeg,"Ambedkar Nagar, Yalakki Shettar Colony, Dharwad, Karnataka, India",15.43445,75.0236916667,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
209978656,2024-04-27,mbentoworld,research,https://www.inaturalist.org/observations/209978656,https://inaturalist-open-data.s3.amazonaws.com/photos/371491906/medium.jpeg,"Navalur, Dharwad, Karnataka, India",15.4282277778,75.0376694444,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
210007229,2024-04-27,deemopahan,research,https://www.inaturalist.org/observations/210007229,https://inaturalist-open-data.s3.amazonaws.com/photos/371536050/medium.jpeg,"Puttenahalli Lake, Nataraja Layout, JP Nagar 7th Phase, Bengaluru, Karnataka 560076",12.890235,77.5873736,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
210530151,2024-04-27,mbentoworld,research,https://www.inaturalist.org/observations/210530151,https://inaturalist-open-data.s3.amazonaws.com/photos/372365477/medium.jpeg,"FX7Q+VCC, Sadhankeri, Police Head Quarter's, Dharwad, Karnataka 580008, India",15.4644555556,74.9882694444,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
211355136,2024-04-28,swatiudayraj,research,https://www.inaturalist.org/observations/211355136,https://static.inaturalist.org/photos/373689582/medium.jpeg,"24, Prithvi Layout, Whitefield, Bengaluru, Karnataka 560066, India",12.9760821944,77.7467987778,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
211628730,2024-04-27,rupak_nature,research,https://www.inaturalist.org/observations/211628730,https://inaturalist-open-data.s3.amazonaws.com/photos/374105915/medium.jpeg,"Mahatma Gandhi Road, Mahatma Gandhi Road, Shivajinagar, Shivaji Nagar, Bengaluru, Karnataka 560001, India",12.9755703278,77.6064656675,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
212224164,2024-04-28,mbentoworld,research,https://www.inaturalist.org/observations/212224164,https://inaturalist-open-data.s3.amazonaws.com/photos/375050952/medium.jpeg,"FXRM+9RV, Dharwad, Karnataka 580001, India",15.4907611111,74.9844777778,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
212224353,2024-04-28,mbentoworld,research,https://www.inaturalist.org/observations/212224353,https://inaturalist-open-data.s3.amazonaws.com/photos/375051248/medium.jpeg,"FXRM+9RV, Dharwad, Karnataka 580001, India",15.4907611111,74.9844777778,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
212259118,2024-04-28,mbentoworld,research,https://www.inaturalist.org/observations/212259118,https://inaturalist-open-data.s3.amazonaws.com/photos/375109654/medium.jpeg,"FXMH+6V6, Dharwad, Hiremalligawad, Karnataka 580008, India",15.4823888889,74.9791277778,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
212316975,2024-04-28,mbentoworld,research,https://www.inaturalist.org/observations/212316975,https://inaturalist-open-data.s3.amazonaws.com/photos/375211372/medium.jpeg,"FXMH+6V6, Dharwad, Hiremalligawad, Karnataka 580008, India",15.4823888889,74.9791277778,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
212546769,2024-04-26,rupak_nature,research,https://www.inaturalist.org/observations/212546769,https://inaturalist-open-data.s3.amazonaws.com/photos/375608425/medium.jpeg,"OFFICE OF THE DEPUTY DIRECTOR OF HORTICULTURE, LALBAGH PARK, Mavalli, Bengaluru, Karnataka 560004, India",12.9497349663,77.5853835046,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
213105122,2024-04-29,mbentoworld,research,https://www.inaturalist.org/observations/213105122,https://inaturalist-open-data.s3.amazonaws.com/photos/376605259/medium.jpeg,"Dharwad, Karnataka 580004, India",15.4416944444,75.0232194444,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
216483266,2024-05-18,deemopahan,research,https://www.inaturalist.org/observations/216483266,https://inaturalist-open-data.s3.amazonaws.com/photos/382869835/medium.jpeg,"Bangalore Division, Karnataka, India",12.7339633574,77.5756522714,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
216972826,2024-03-04,siva_rama_krishna,research,https://www.inaturalist.org/observations/216972826,https://static.inaturalist.org/photos/383775531/medium.jpeg,"Madargi, Karnataka, India",17.65817,77.2564216667,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
237087356,2024-05-30,itra,research,https://www.inaturalist.org/observations/237087356,https://static.inaturalist.org/photos/421890700/medium.jpeg,"40, Sarjapur Road, Chikkanayakanahalli, Off Doddakannelli, Chikkakannalli, Bengaluru, Karnataka 560035, India",12.8867565,77.6981849,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
248018344,2024-10-19,rishov,research,https://www.inaturalist.org/observations/248018344,https://static.inaturalist.org/photos/443074711/medium.jpeg,"5th Cross Road, Bengaluru, KA, IN",12.893228195,77.6836929183,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
252410625,2024-06-08,vikasdprasad,research,https://www.inaturalist.org/observations/252410625,https://inaturalist-open-data.s3.amazonaws.com/photos/451814569/medium.jpeg,"Bengaluru, Karnataka, India",12.8166205334,77.5260851481,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
305775597,2024-04-12,honza15,research,https://www.inaturalist.org/observations/305775597,https://static.inaturalist.org/photos/551359421/medium.jpg,"Hanumantha Colony, Bhadravathi, Karnataka 577301, India",13.85765,75.71504167,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
305777730,2024-04-12,honza15,research,https://www.inaturalist.org/observations/305777730,https://static.inaturalist.org/photos/551362786/medium.jpg,"Hanumantha Colony, Bhadravathi, Karnataka 577301, India",13.85479167,75.71804167,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
305782459,2024-04-17,honza15,research,https://www.inaturalist.org/observations/305782459,https://static.inaturalist.org/photos/551371934/medium.jpg,"Bangalore Division, Karnataka, India",13.24707222,77.71415,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
305989093,2024-04-10,honza15,research,https://www.inaturalist.org/observations/305989093,https://static.inaturalist.org/photos/551763489/medium.jpg,"Krishnaraja Pura, Hassan, Karnataka 573201, India",13.00948889,76.10613889,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
305998929,2024-04-10,honza15,research,https://www.inaturalist.org/observations/305998929,https://static.inaturalist.org/photos/551781502/medium.jpg,"Santhi Nagar, Hassan, Karnataka, India",13.01663611,76.09124722,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
308952476,2024-04-11,honza15,research,https://www.inaturalist.org/observations/308952476,https://static.inaturalist.org/photos/557454312/medium.jpg,"Lakshmishanagara, Chikkamagaluru, Karnataka 577101, India",13.31936667,75.77643611,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
308964854,2024-04-13,honza15,research,https://www.inaturalist.org/observations/308964854,https://static.inaturalist.org/photos/557478175/medium.jpg,"Rajendra Nagar, Chitradurga, Karnataka 577501, India",14.20802222,76.40823333,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
308965809,2024-04-13,honza15,research,https://www.inaturalist.org/observations/308965809,https://static.inaturalist.org/photos/557479751/medium.jpg,"Rajendra Nagar, Chitradurga, Karnataka 577501, India",14.21129722,76.41105556,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
308965812,2024-04-13,honza15,research,https://www.inaturalist.org/observations/308965812,https://static.inaturalist.org/photos/557479765/medium.jpg,"Rajendra Nagar, Chitradurga, Karnataka 577501, India",14.21129722,76.41105556,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
308965820,2024-04-13,honza15,research,https://www.inaturalist.org/observations/308965820,https://static.inaturalist.org/photos/557479779/medium.jpg,"Rajendra Nagar, Chitradurga, Karnataka 577501, India",14.21129722,76.41105556,Karnataka,India,Indian mango,Mangifera indica,Indian mango,Plantae,48872
